publication_title,publication_url,product_sku,product_price,product_category,product_city,product_zone,product_neighborhood,business_type,product_type,antiquity,stratum,isUsed,featured,longitude,latitude,privateArea,builtArea,rooms,bathrooms,garages,adminPrice
"Apartamento en Venta, Mejoras Publicas, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-mejoras-publicas-3-habitaciones-2-banos-1-garajes/12693-M4579466,12693-M4579466,275000000,venta - Apartamento,Bucaramanga,Centro,MEJORAS PUBLICAS,venta,Apartamento,Más de 20 años,4,true,"[""Piso 4""]",-73.1159,7.123363,71,71,3,2,1,150000
"Apartamento en Venta, Universidad, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-universidad-2-habitaciones-1-banos/12693-M4579490,12693-M4579490,195000000,venta - Apartamento,Bucaramanga,Noroccidente,UNIVERSIDAD,venta,Apartamento,Más de 20 años,3,true,"[""Piso 4""]",-73.12171,7.1373763,64,64,2,1,0,59000
"Apartamento en Venta, Fontana, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-santa-marta-3-habitaciones-2-banos-1-garajes/12693-M4579547,12693-M4579547,210000000,venta - Apartamento,Bucaramanga,Suroccidente,SANTA MARTA,venta,Apartamento,Más de 20 años,3,true,"[""Piso 4""]",-73.12549,7.0867825,75,75,3,2,1,124000
"Apartamento en Venta, Diamante 2, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-diamante-ii-etapa-3-habitaciones-3-banos-1-garajes/12693-M4579374,12693-M4579374,250000000,venta - Apartamento,Bucaramanga,Suroccidente,DIAMANTE II ETAPA,venta,Apartamento,Entre 10 y 20 años,4,true,"[""Piso 1""]",-73.110085,7.0919185,78,78,3,3,1,250000
"Apartamento en Venta, El Tejar, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-ub-del-tejar-i-sector-3-habitaciones-2-banos-1-garajes/12693-M4579605,12693-M4579605,180000000,venta - Apartamento,Bucaramanga,Suroriente,UB  DEL TEJAR I SECTOR,venta,Apartamento,Más de 20 años,4,true,"[""Piso 4""]",undefined,undefined,65,65,3,2,1,270000
"Apartamento en Venta, San Miguel, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-san-miguel-4-habitaciones-4-banos-1-garajes/12693-M4579343,12693-M4579343,350000000,venta - Apartamento,Bucaramanga,Occidente,SAN MIGUEL,venta,Apartamento,Más de 20 años,3,true,"[""Piso 5""]",-73.124344,7.1094728,220,220,4,4,1,100000
"Apartamento en Venta, La Aurora, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-la-aurora-3-habitaciones-3-banos-1-garajes/12693-M4579600,12693-M4579600,380000000,venta - Apartamento,Bucaramanga,Centro,LA AURORA,venta,Apartamento,Más de 20 años,4,true,"[""Piso 1""]",-73.117134,7.125911,150,150,3,3,1,450000
"Apartamento en Venta, Sotomayor, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-sotomayor-3-habitaciones-3-banos-2-garajes/10278-M4786578,10278-M4786578,490000000,venta - Apartamento,Bucaramanga,Centro,SOTOMAYOR,venta,Apartamento,Más de 20 años,4,true,"[""Citófonos"",""Cocina integral"",""Parqueadero cubierto"",""Hall de alcobas"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 3"",""Piso 13"",""Tipo de cocina lineal"",""Tipo de comedor sala comedor"",""Tipo de parqueadero independiente"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Vista exterior"",""Area Terraza/Balcón 5 m²"",""Ascensor"",""Circuito cerrado de TV"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 1"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía principal"",""Sobre vía secundaria"",""Zona residencial""]",-73.114,7.118,145,159,3,3,2,585000
"Apartamento en Venta, san fermin 2, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cr-san-fermin-et-ii-3-habitaciones-2-banos-1-garajes/16228-M4537557,16228-M4537557,260000000,venta - Apartamento,Bucaramanga,Suroccidente,CR  SAN FERMIN ET  II,venta,Apartamento,Entre 10 y 20 años,3,true,"[""Apto para niños"",""Tipo de cortinas ninguna"",""Parqueadero cubierto"",""Instalación de gas natural"",""Closets 3"",""Piso 2"",""Tipo de cocina lineal"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa electrica"",""Tipo de parqueadero propio"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Vista interior"",""Ascensor"",""Conjunto cerrado"",""Número de Ascensores 1"",""Terraza/Balcón ninguno"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía principal"",""Sobre vía secundaria""]",-73.124695,7.086949,65,70,3,2,1,320000
"Apartamento en Venta, Porvenir, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-conjunto-residencial-altos-del-porvenir-3-habitaciones-2-banos/10159-M4676942,10159-M4676942,160000000,venta - Apartamento,Bucaramanga,Suroccidente,CONJUNTO RESIDENCIAL ALTOS DEL PORVENIR,venta,Apartamento,Más de 20 años,3,true,"[""Baño auxiliar"",""Hall de alcobas"",""Piso 4"",""Baños de servicio"",""Salón comunal""]",-73.130646,7.081254,74,74,3,2,0,40000
"Apartamento en Venta, CABECERA DEL LLANO, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-3-habitaciones-3-banos-2-garajes/223-M4442390,223-M4442390,465000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Remodelado,6,true,"[""Estudio o biblioteca"",""Sauna / turco"",""Instalación de gas natural"",""Closets 0"",""Piso 7"",""Tipo de comedor sala comedor"",""Deposito 1"",""Tipo de parqueadero independiente"",""Ascensor"",""Piscina"",""Conjunto cerrado"",""Número de Ascensores 2"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zonas verdes""]",-73.10853,7.122233,120,126,3,3,2,481000
"Apartamento en Venta, ANTIGUO CAMPESTRE, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-mercedes-3-habitaciones-2-banos-1-garajes/16508-M4671874,16508-M4671874,589000000,venta - Apartamento,Bucaramanga,Centro,MERCEDES,venta,Apartamento,Entre 0 y 5 años,6,true,"[""Apto para niños"",""Citófonos"",""Comedor auxiliar"",""Tipo de cortinas ninguna"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Jacuzzi"",""Puerta seguridad"",""Sauna / turco"",""Instalación de gas natural"",""Closets 3"",""Piso 6"",""Se permite fumar"",""Calentador gas"",""Tipo de comedor comedor independiente"",""Deposito 1"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas porcelanato"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en estudio porcelanato"",""Tipo de piso en sala porcelanato"",""Vista exterior"",""Area Terraza/Balcón 5 m²"",""Ascensor"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 2"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Zona de BBQ"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.11212,7.108713,87,94,3,2,1,100100
"Apartamento en Venta, San Francisco, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-mejoras-publicas-2-habitaciones-1-banos-1-garajes/10159-M4892884,10159-M4892884,189000000,venta - Apartamento,Bucaramanga,Noroccidente,MEJORAS PUBLICAS,venta,Apartamento,Entre 5 y 10 años,3,true,"[""Citófonos"",""Vigilancia"",""Zona de lavandería"",""Piso 8"",""Ascensor"",""Parqueadero visitantes"",""Vista panorámica"",""Portería"",""Gimnasio"",""Zona de BBQ"",""Cerca colegios / universidades"",""Cerca transporte público"",""Zona comercial"",""Zona residencial""]",-73.11521,7.1241937,46,46,2,1,1,194000
"Apartamento en Venta, Diamante, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-diamante-ii-etapa-3-habitaciones-2-banos-1-garajes/16474-M4856837,16474-M4856837,320000000,venta - Apartamento,Bucaramanga,Suroccidente,DIAMANTE II ETAPA,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Baño auxiliar"",""Citófonos"",""Cocina tipo americano"",""Cocina integral"",""Hall de alcobas"",""Sauna / turco"",""Vigilancia"",""Zona de lavandería"",""Piso 9"",""Tipo acabado de piso cerámica"",""Ascensor"",""Baños de servicio"",""Circuito cerrado de TV"",""Parqueadero visitantes"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Portería"",""Terraza/Balcón balcón"",""Cancha(s) de basket"",""Cancha(s) de fútbol"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Zonas verdes"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca transporte público"",""Sobre vía principal"",""Zona campestre"",""Zona comercial"",""Zona residencial""]",-73.1122,7.0917845,75.4,75.4,3,2,1,300000
"Apartamento en Venta, San Francisco, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-modelo-1-habitaciones-1-banos-1-garajes/16626-M4745822,16626-M4745822,120000000,venta - Apartamento,Bucaramanga,Noroccidente,MODELO,venta,Apartamento,Entre 5 y 10 años,3,true,"[""Apto para niños"",""Citófonos"",""Parqueadero cubierto"",""Puerta seguridad"",""Instalación de gas natural"",""Closets 1"",""Piso 3"",""Se permite fumar"",""Calentador no tiene"",""Tipo de cocina lineal"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero comunal"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Area Terraza/Balcón 4 m²"",""Circuito cerrado de TV"",""Vista panorámica"",""Número de Ascensores 0"",""Terraza/Balcón balcón"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía principal"",""Sobre vía secundaria"",""Zona residencial""]",-73.12972,7.13347,35,35,1,1,1,65000
"Apartamento en Venta, Bolarquí, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-bolarqui-3-habitaciones-3-banos-2-garajes/883-M4744850,883-M4744850,480000000,venta - Apartamento,Bucaramanga,Centro,BOLARQUI,venta,Apartamento,Más de 20 años,5,true,"[""Cuarto de servicio"",""Parqueadero cubierto"",""Hall de alcobas"",""Zona de lavandería"",""Piso 9"",""Tipo de cocina paralela"",""Deposito 0"",""Tipo de parqueadero propio"",""Tipo acabado de piso marmol"",""Vista interior"",""Ascensor"",""Número de Ascensores 1"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.11364,7.109932,133.56,141.5,3,3,2,483000
"Apartamento en Venta, Mejoras Publicas, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-mejoras-publicas-2-habitaciones-2-banos-1-garajes/16493-M4885858,16493-M4885858,320000000,venta - Apartamento,Bucaramanga,Centro,MEJORAS PUBLICAS,venta,Apartamento,Entre 0 y 5 años,4,true,"[""Citófonos"",""Estudio o biblioteca"",""Instalación de gas ninguno"",""Tipo de cocina lineal"",""Tipo de comedor sala comedor"",""Tipo acabado de piso otro"",""Tipo de piso en alcobas otro"",""Tipo de piso en comedor otro"",""Tipo de piso en estudio otro"",""Tipo de piso en sala otro"",""Ascensor"",""Piscina"",""Número de Ascensores 1"",""Terraza/Balcón balcón"",""Vigilancia 0""]",-73.116,7.123,77,77,2,2,1,449000
"Apartamento en Venta, La Victoria, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-puerta-del-sol-1-habitaciones-1-banos-1-garajes/10159-M4706446,10159-M4706446,315000000,venta - Apartamento,Bucaramanga,Suroccidente,PUERTA DEL SOL,venta,Apartamento,Entre 0 y 5 años,4,true,"[""Calefacción"",""Citófonos"",""Vigilancia"",""Zona de lavandería"",""Piso 7"",""Tipo acabado de piso cerámica"",""Ascensor"",""Circuito cerrado de TV"",""Parqueadero visitantes"",""Piscina"",""Con terraza"",""Vista panorámica"",""Conjunto cerrado"",""Portería"",""Terraza/Balcón balcón"",""Cancha(s) de fútbol"",""Cancha(s) de squash"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca transporte público"",""Sobre vía principal"",""Zona comercial"",""Zona residencial""]",-73.11337,7.10306,37.7,43.35,1,1,1,171000
"Apartamento en Venta, Sotomayor, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-sotomayor-4-habitaciones-3-banos-1-garajes/12693-M4579604,12693-M4579604,425000000,venta - Apartamento,Bucaramanga,Centro,SOTOMAYOR,venta,Apartamento,Más de 20 años,6,true,"[""Piso 8""]",-73.111595,7.1188717,110,110,4,3,1,380000
"Apartamento en Venta, Villa Diamante, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-conjunto-torres-de-alejandraa-3-habitaciones-2-banos-1-garajes/12693-M4579290,12693-M4579290,220000000,venta - Apartamento,Bucaramanga,Suroriente,CONJUNTO TORRES DE ALEJANDRAA,venta,Apartamento,Más de 20 años,4,true,"[""Piso 2""]",-73.10949,7.0959206,63,63,3,2,1,250000
"Apartamento en Venta, Mutualidad, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-mutualidad-3-habitaciones-2-banos/10151-M4858866,10151-M4858866,194266000,venta - Apartamento,Bucaramanga,Noroccidente,MUTUALIDAD,venta,Apartamento,Entre 5 y 10 años,3,true,"[""Vigilancia"",""Calentador no tiene"",""Tipo de comedor sala comedor"",""Vigilancia 24hrs"",""Zona residencial""]",-73.12357,7.13694,57.39,57.39,3,2,0,199000
"Apartamento en Venta, EL PRADO, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-el-prado-2-habitaciones-2-banos-1-garajes/12499-M4571712,12499-M4571712,250000000,venta - Apartamento,Bucaramanga,Nororiente,EL PRADO,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Citófonos"",""Tipo de cortinas ninguna"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Instalación de gas natural"",""Closets 2"",""Piso 10"",""Calentador no tiene"",""Tipo de cocina abierta"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa electrica"",""Tipo de parqueadero propio"",""Vista exterior"",""Area Terraza/Balcón 5 m²"",""Ascensor"",""Acceso para discapacitados"",""Piscina"",""Conjunto cerrado"",""Número de Ascensores 2"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Gimnasio"",""Zona de BBQ"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público""]",-73.111824,7.1253195,68,68,2,2,1,233000
"Apartamento en Venta, EL TEJAR, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-ub-el-girasol-3-habitaciones-2-banos-1-garajes/16147-M4840914,16147-M4840914,275000000,venta - Apartamento,Bucaramanga,Suroriente,UB  EL GIRASOL,venta,Apartamento,Más de 20 años,4,true,"[""Apto para niños"",""Alarma"",""Citófonos"",""Comedor auxiliar"",""Tipo de cortinas con velos"",""Hall de alcobas"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 3"",""Piso 2"",""Calentador gas"",""Tipo de cocina abierta"",""Tipo de comedor comedor independiente"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Vista exterior"",""Area Terraza/Balcón 2 m²"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Cuarto para escoltas"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 0"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Cancha(s) de basket"",""Cancha(s) de fútbol"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Zonas verdes"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Sobre vía secundaria""]",-73.10383,7.095544,61,61,3,2,1,280000
"Apartamento en Venta, SAN PIO, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-san-pio-3-habitaciones-3-banos-2-garajes/883-M4624817,883-M4624817,470000000,venta - Apartamento,Bucaramanga,,SAN PIO,venta,Apartamento,Más de 20 años,4,true,"[""Citófonos"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Sauna / turco"",""Closets 3"",""Piso 8"",""Vista exterior"",""Ascensor"",""Circuito cerrado de TV"",""Piscina"",""Número de Ascensores 2"",""Vigilancia 24hrs"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público""]",0,0,117,117,3,3,2,530000
"Casa en Venta, Lagos del Cacique, Bucaramanga",/inmueble/venta-casa-bucaramanga-cr-hacienda-del-cacique-3-habitaciones-3-banos-3-garajes/883-M4560272,883-M4560272,1400000000,venta - Casa,Bucaramanga,Suroriente,CR  HACIENDA DEL CACIQUE,venta,Casa,Entre 10 y 20 años,5,true,"[""Citófonos"",""Comedor auxiliar"",""Estudio o biblioteca"",""Jacuzzi"",""Zona de lavandería"",""Tipo de casa condominio"",""Tipo de cocina paralela"",""Deposito 0"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Vista interior"",""Area lote 240 m²"",""Area Terraza/Balcón 7 m²"",""Circuito cerrado de TV"",""Jardín"",""Piscina"",""Conjunto cerrado"",""Esquinero"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Cancha(s) de basket"",""Cancha(s) de fútbol"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Zonas verdes"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.10216,7.102201,350,350,3,3,3,550000
"Casa en Venta, PROVENZA, Bucaramanga",/inmueble/venta-casa-bucaramanga-provenza-5-habitaciones-4-banos-2-garajes/16721-M4779091,16721-M4779091,580000000,venta - Casa,Bucaramanga,Suroccidente,PROVENZA,venta,Casa,Más de 20 años,4,true,"[""Ancho 8.5 m"",""Calefacción"",""Tipo de cortinas con velos"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Jacuzzi"",""Zona de lavandería"",""Fondo 20 m"",""Instalación de gas natural"",""Closets 3"",""Número de líneas teléfonicas 0"",""Calentador no tiene"",""Tipo de casa tradicional"",""Tipo de cocina en l"",""Tipo de comedor comedor independiente"",""Deposito 1"",""Tipo de estufa gas"",""Tipo de parqueadero servidumbre"",""Tipo acabado de piso baldosa"",""Tipo de piso en alcobas baldosa"",""Tipo de piso en comedor baldosa"",""Tipo de piso en estudio baldosa"",""Tipo de piso en sala baldosa"",""Vista exterior"",""Area lote 170 m²"",""Area Terraza/Balcón 34 m²"",""Acceso para discapacitados"",""Número de Ascensores 0"",""Terraza/Balcón terraza"",""Vigilancia 0"",""Cancha(s) de basket"",""Cancha(s) de fútbol"",""Gimnasio"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.11361,7.0800457,240,270,5,4,2,11111
"Casa en Venta, TERRAZAS, Bucaramanga",/inmueble/venta-casa-bucaramanga-terrazas-3-habitaciones-2-banos-1-garajes/12499-M4831253,12499-M4831253,550000000,venta - Casa,Bucaramanga,Nororiente,TERRAZAS,venta,Casa,Más de 20 años,4,true,"[""Comedor auxiliar"",""Tipo de cortinas ninguna"",""Cuarto de servicio"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Instalación de gas natural"",""Closets 3"",""Número de líneas teléfonicas 0"",""Tipo de casa tradicional"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de parqueadero propio"",""Vista exterior"",""Area lote 152 m²"",""Area Terraza/Balcón 10 m²"",""Número de Ascensores 0"",""Terraza/Balcón terraza"",""Vigilancia 0"",""Zona de BBQ"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía principal""]",-73.1062,7.1091156,152,152,3,2,1,0
"Apartamento en Venta, SAN FRANCISCO, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-san-francisco-2-habitaciones-2-banos-1-garajes/16508-M4790876,16508-M4790876,298000000,venta - Apartamento,Bucaramanga,,SAN FRANCISCO,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Apto para niños"",""Citófonos"",""Comedor auxiliar"",""Tipo de cortinas ninguna"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Jacuzzi"",""Sauna / turco"",""Instalación de gas natural"",""Closets 2"",""Piso 5"",""Calentador gas"",""Tipo de cocina abierta"",""Tipo de comedor sala comedor"",""Deposito 1"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas porcelanato"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en estudio porcelanato"",""Tipo de piso en sala porcelanato"",""Vista interior"",""Ascensor"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 2"",""Vigilancia 24hrs"",""Cancha(s) de basket"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",0,0,70,74,2,2,1,275000
